#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:const" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="4" id="bPopSizes.t:const" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="4" id="bGroupSizes.t:const" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:const" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:const">
#                    <taxonset id="TaxonSet.const" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:const" jeffreys="true" parameter="@bPopSizes.t:const" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:const" name="distribution">
#            <parameter id="clockRate.c:const" name="x">7.9E-4</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:const" name="distribution">
#            <parameter id="gammaShape.s:const" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="Sample_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:const">
#            <taxonset id="Sample_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="1_1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_5" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_6" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_7" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_8" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_9" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1_10" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.3" name="distr" upper="Infinity"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@const" id="treeLikelihood.const" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:const">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:const" shape="@gammaShape.s:const" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:const" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:const" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:const" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:const" id="StrictClock.c:const" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	logP(mrca(Sample_1))	mrcatime(Sample_1)	gammaShape	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	clockRate
209000	988.4432913189114	-93.34830759513669	1081.791598914048	-93.34830759513669	5.314214032276854E-37	0.0	5.314214032276854E-37	2.901271788526121	750.363057316222	2.298096253588172E-37	2.404709309104503E-37	3.341954464695349E-37	8.972729319427493E-38	2	1	5	1	1.4758966372735454E36
210000	1011.7203662841637	-98.59768841795626	1110.31805470212	-98.59768841795626	4.847248292768179E-38	0.0	4.847248292768179E-38	1.7273273831009404	770.1925254880734	3.8457581415140474E-38	1.5809315840899657E-38	3.169292481341245E-38	4.496685770758642E-38	2	3	1	3	9.605271156953712E36
211000	1007.7627248122149	-96.47290520237655	1104.2356300145914	-96.47290520237655	4.2149589928469294E-37	0.0	4.2149589928469294E-37	1.7273273831009404	766.3855156609887	1.443082978129239E-38	2.1250420609255775E-38	7.737487539126587E-38	1.3682901252243641E-37	3	3	1	2	5.0107701987832953E36
212000	1004.7862133438316	-94.24121000298302	1099.0274233468147	-94.24121000298302	1.385398888147296E-37	0.0	1.385398888147296E-37	1.7273273831009404	762.775564329136	3.8763629131907475E-38	5.070098992562175E-38	1.4916971854903605E-37	1.085947270311964E-37	4	1	1	3	2.884881249277013E36
213000	1023.6156512805089	-95.02516203575946	1118.6408133162683	-95.02516203575946	2.828896386453068E-38	0.0	2.828896386453068E-38	1.7273273831009404	774.9378828603564	2.5242435609510125E-38	7.187720215574659E-39	1.0435348529457477E-38	1.3167458793677095E-38	2	1	1	5	1.8120210792475063E37
214000	1037.830427335851	-93.81611529180613	1131.6465426276573	-93.81611529180613	7.303432268648278E-39	0.0	7.303432268648278E-39	2.833252402383664	788.3608694009628	2.1842749405364545E-39	7.959600489804026E-39	1.1209807302093545E-38	2.2175557334773743E-38	4	2	2	1	6.704546016456593E37
215000	1041.7112609306644	-97.33285485191924	1139.0441157825835	-97.33285485191924	5.961381349376439E-39	0.0	5.961381349376439E-39	2.833252402383664	789.8864747078919	1.669614439762655E-39	4.059713989792019E-39	3.3669773602159963E-39	1.0477245861969146E-39	4	1	3	1	5.861331921828816E37
216000	1033.107641406213	-97.78227170549829	1130.8899131117112	-97.78227170549829	2.4387020704547553E-38	0.0	2.4387020704547553E-38	1.7968850965132446	786.0356000842435	4.0180989881563994E-39	9.131874823099074E-39	3.583364759694441E-39	1.2962098436028962E-38	4	2	2	1	1.1248945824902446E38
217000	1026.5564730278768	-95.10329421859927	1121.6597672464761	-95.10329421859927	3.9304117482205623E-38	0.0	3.9304117482205623E-38	1.7968850965132446	777.4648070569398	5.385808645496982E-39	1.683293312335294E-39	4.039484296695202E-39	2.1064828132340232E-38	4	1	1	3	2.5923179237687436E37
218000	1030.717324169974	-94.3160414915027	1125.0333656614769	-94.3160414915027	1.9061468838564945E-38	0.0	1.9061468838564945E-38	2.65897278837748	780.2010064387716	1.6375279127294502E-38	6.601274454935436E-39	7.448293184552309E-39	5.166980947301564E-39	3	2	1	3	5.426452392076061E37
219000	1034.8744129863255	-96.10288314187905	1130.9772961282047	-96.10288314187905	1.3951901121011568E-38	0.0	1.3951901121011568E-38	2.65897278837748	783.1874925162488	5.807697021196723E-39	3.83086921046874E-39	4.742397520535082E-39	2.0815951071476616E-39	1	4	3	1	6.223562489710309E37
220000	1025.5948418087617	-94.08945815136366	1119.6842999601254	-94.08945815136366	3.7676254880637535E-38	0.0	3.7676254880637535E-38	2.65897278837748	777.080234098639	6.91096179094775E-39	1.3324373388586972E-38	2.387797552870147E-38	1.4121642585314032E-38	1	5	2	1	9.943409370169166E36
221000	1019.1967842088658	-95.42921136795432	1114.62599557682	-95.42921136795432	8.219365055840218E-38	0.0	8.219365055840218E-38	1.5434743732402705	772.5571421385648	1.9611180684426034E-38	1.5486016222568089E-38	9.721797227961882E-39	3.1177877138387104E-38	3	3	1	2	1.7882792940562957E37
222000	1030.4394584348604	-96.71185078904224	1127.1513092239027	-96.71185078904224	1.6038286954312257E-38	0.0	1.6038286954312257E-38	1.5434743732402705	781.3971151039375	2.6765264331579974E-39	1.119908463244219E-38	5.922313669371075E-39	6.094059448318597E-39	3	1	1	4	3.9558017284870883E37
223000	1054.0324267335996	-93.41236879984598	1147.4447955334456	-93.41236879984598	1.4015053342523918E-39	0.0	1.4015053342523918E-39	1.5434743732402705	799.4788964234314	6.324099357629331E-40	4.995241238158669E-39	1.4975229910603733E-39	5.982732761686021E-40	2	2	1	4	3.0194446972478044E38
224000	1074.4449466854091	-94.07479576248025	1168.5197424478895	-94.07479576248025	5.773835513157221E-40	0.0	5.773835513157221E-40	1.5434743732402705	811.7788739520181	3.5511224808103235E-40	1.854404532722931E-40	6.514458770083862E-40	6.957370918650005E-40	4	3	1	1	8.556045396183484E38
225000	1074.934767286283	-99.80617310033834	1174.7409403866213	-99.80617310033834	4.925291232089619E-39	0.0	4.925291232089619E-39	1.1219638330587471	817.3046486484543	4.719456372346581E-41	2.3737829062121477E-40	3.506066425829454E-40	9.576423920741147E-40	5	1	2	1	4.4042358038738216E39
226000	1068.0041307092717	-97.9277373805443	1165.9318680898161	-97.9277373805443	2.4826417129613664E-39	0.0	2.4826417129613664E-39	1.1219638330587471	810.4749961034911	8.574085204732289E-41	5.416787352232191E-40	4.570083436900421E-40	8.098691485288946E-40	4	1	3	1	7.824374982727589E38
227000	1094.7751005440978	-95.7369678369672	1190.5120683810649	-95.7369678369672	7.368185392193918E-40	0.0	7.368185392193918E-40	1.1219638330587471	827.3854455741242	2.221383422757127E-41	4.987238847718659E-41	1.001085607736639E-40	3.6200822654249673E-40	4	2	2	1	3.6253442363880124E39
228000	1078.5167977739343	-100.09677328360843	1178.6135710575427	-100.09677328360843	6.663132641554386E-40	0.0	6.663132641554386E-40	1.1219638330587471	819.5464454949024	5.163626352556514E-41	4.472438650653175E-41	2.864738339335046E-40	5.80720450575928E-40	2	5	1	1	8.896137830744298E39
229000	1090.8120549185328	-95.82847389127203	1186.640528809805	-95.82847389127203	1.6139343134124228E-40	0.0	1.6139343134124228E-40	2.891268536990515	823.8584109184665	9.826105373848619E-41	8.475857512657389E-41	1.1237424452381154E-40	7.142627319329429E-41	1	6	1	1	6.791269338791126E39
230000	1070.0194883042093	-93.00400164617078	1163.02348995038	-93.00400164617078	1.1371132366824903E-39	0.0	1.1371132366824903E-39	2.891268536990515	804.306583783182	1.5222129856879383E-40	3.1721169819577904E-40	2.7588436736004215E-40	2.323765729606031E-40	6	1	1	1	6.6504253595427054E38
231000	1092.694833183	-93.13870684292857	1185.8335400259284	-93.13870684292857	1.5806983692910568E-40	0.0	1.5806983692910568E-40	2.891268536990515	823.458285969705	3.930662153946835E-41	1.084052785885636E-40	6.718021870796335E-41	1.3127542283172276E-40	4	1	3	1	3.348408785471654E39
232000	1088.8374543163986	-96.25144061810661	1185.0888949345053	-96.25144061810661	1.2827093625466711E-40	0.0	1.2827093625466711E-40	2.891268536990515	824.2094353056277	5.714495642757067E-41	7.927725394555665E-41	1.6419189985491416E-40	3.3494938448551753E-40	5	2	1	1	4.105232224191243E39
233000	1089.585294894421	-97.78736257957445	1187.3726574739953	-97.78736257957445	1.0018380808895653E-40	0.0	1.0018380808895653E-40	2.891268536990515	825.3764263151436	4.36207940136465E-41	4.1392822113347356E-41	1.645147733154459E-40	1.0631276439625888E-40	2	4	2	1	6.138023090945864E39
234000	1087.400434135484	-94.94682991564352	1182.3472640511275	-94.94682991564352	1.827476844767933E-40	0.0	1.827476844767933E-40	2.891268536990515	821.4596094933745	2.0954886810039715E-40	5.241245168141269E-41	5.051978292600484E-41	1.65196659962701E-40	1	2	2	4	2.893710644977253E39
235000	1097.4963383938164	-96.43608053040676	1193.9324189242232	-96.43608053040676	6.528139075977407E-41	0.0	6.528139075977407E-41	2.891268536990515	833.399784881452	4.653804825188955E-40	1.1309400712721627E-41	4.4868418548627156E-41	4.0545640500083673E-41	1	5	2	1	9.481387197128319E39
236000	1108.5833222275385	-94.67397285935458	1203.257295086893	-94.67397285935458	1.39420387371162E-41	0.0	1.39420387371162E-41	2.891268536990515	837.9827171699468	4.653861775982328E-40	1.6273571830463944E-41	1.1352264718118931E-41	4.895068034228671E-42	1	4	3	1	3.4490353037086063E40
237000	1091.1691452247883	-93.53930309017716	1184.7084483149654	-93.53930309017716	1.9073443809764957E-40	0.0	1.9073443809764957E-40	2.891268536990515	824.1388529302424	3.340449602330027E-40	4.721870238370509E-41	4.703750697199352E-41	1.3676758117089056E-40	1	3	3	2	2.0946541898327575E39
238000	1068.5588343891886	-97.62167364437492	1166.1805080335635	-97.62167364437492	6.7076351986094155E-40	0.0	6.7076351986094155E-40	2.8483592923945773	809.1763337044639	1.3745520966825218E-40	2.5820008694456815E-40	6.8179180857255974E-40	3.6661297077182818E-40	1	1	6	1	7.703029819991084E38
239000	1086.864243847054	-95.56135746428463	1182.4256013113386	-95.56135746428463	3.3694578570092427E-40	0.0	3.3694578570092427E-40	1.754688301000389	821.9400736142078	5.002289761692607E-41	6.721292568562074E-41	3.2111898992549757E-40	2.145588575335468E-40	5	2	1	1	3.342821909142022E39
240000	1087.20868748658	-92.30250118025504	1179.5111886668349	-92.30250118025504	4.284806690994628E-40	0.0	4.284806690994628E-40	2.0661260582910117	820.0378563371415	6.493034373462299E-41	2.172318403891221E-40	3.8453991511657844E-40	1.920387181606631E-40	6	1	1	1	1.3176974487767952E39
241000	1096.8356526349783	-92.88112324871345	1189.7167758836918	-92.88112324871345	2.881421205774672E-40	0.0	2.881421205774672E-40	2.0661260582910117	827.5664932200779	2.9241933099110195E-41	8.807250457185054E-41	1.3596020292348658E-40	2.6112108155920827E-40	5	1	2	1	4.042707077323609E39
242000	1077.233856792657	-94.10070646498963	1171.3345632576466	-94.10070646498963	6.108752608171765E-40	0.0	6.108752608171765E-40	2.0661260582910117	811.6845202038912	1.6349783346413496E-40	2.609084121024298E-40	3.1728032300553714E-40	2.5024549944141923E-40	2	5	1	1	8.096078822028934E38
243000	1076.3813453483835	-94.61381251462903	1170.9951578630125	-94.61381251462903	4.525116536504815E-40	0.0	4.525116536504815E-40	2.0661260582910117	811.8474657924318	2.5957945654643768E-40	2.2841409092962428E-40	1.9775029392590176E-40	4.03112796576471E-40	1	6	1	1	1.406245367194504E39
244000	1091.785516598579	-95.57353462096492	1187.359051219544	-95.57353462096492	1.7557639630838828E-40	0.0	1.7557639630838828E-40	1.1616125133930948	825.338679817672	1.9334034760052392E-41	9.35890125274207E-41	2.3134319923349916E-40	1.0022284256519054E-40	3	3	2	1	4.680285281946441E39
245000	1085.2281344054404	-99.393397844058	1184.6215322494984	-99.393397844058	9.304453627456244E-41	0.0	9.304453627456244E-41	1.1616125133930948	822.17599308624	1.0081667292177645E-40	1.098945161764817E-40	7.283842922510785E-41	2.374478596723794E-40	3	1	3	2	3.834531013644772E39
246000	1079.4704901884256	-97.67318898714768	1177.1436791755732	-97.67318898714768	3.6285893174854994E-40	0.0	3.6285893174854994E-40	2.024343280467417	814.3505275162099	7.680715973133319E-41	1.2139621864138936E-40	7.168352599735653E-41	1.4995186055741224E-40	2	1	3	3	2.439426183302307E39
247000	1092.609218898826	-97.60595245225447	1190.2151713510805	-97.60595245225447	2.052655783288123E-40	0.0	2.052655783288123E-40	2.024343280467417	827.3573389805551	4.584473663991328E-41	1.0658314690787226E-40	1.8773304477298457E-40	5.846087677518354E-41	5	2	1	1	4.7398159856914164E39
248000	1078.8575586349475	-94.75864408083528	1173.6162027157827	-94.75864408083528	7.887882165062217E-40	0.0	7.887882165062217E-40	2.0329360894576753	813.3666856284457	1.0325492612277247E-40	1.4884044909317589E-40	1.2432366815550283E-40	3.94716528758275E-40	3	1	4	1	1.3451125477405307E39
249000	1088.5183831206675	-98.00341398691998	1186.5217971075874	-98.00341398691998	1.5190597198489192E-39	0.0	1.5190597198489192E-39	1.2264833356115885	824.1590415259583	2.2876920788579618E-41	3.1175230865124494E-41	8.140442233929698E-41	4.210090018523726E-40	2	4	1	2	4.0763063433627876E39
250000	1114.3964181803615	-97.10829748728898	1211.5047156676505	-97.10829748728898	4.5702982607366776E-41	0.0	4.5702982607366776E-41	1.2264833356115885	838.3957883983562	6.11393419404802E-42	9.712344588339752E-42	1.3067246678828932E-41	1.4377264865233553E-41	4	1	2	2	1.4647012375785857E40
251000	1112.8138571362133	-99.05859507234655	1211.87245220856	-99.05859507234655	2.1089725478923955E-41	0.0	2.1089725478923955E-41	1.2264833356115885	840.3796487641231	2.904710697506512E-41	1.2326316582510088E-41	5.135991910785146E-42	1.2265450359188629E-41	2	3	2	2	2.2918577191449933E40
252000	1119.5741173255049	-96.36712673724719	1215.941244062752	-96.36712673724719	2.943388778934842E-41	0.0	2.943388778934842E-41	0.8317375491619396	843.1197169708538	4.3946456773748465E-42	2.3072443943377026E-42	1.2145498572995075E-41	1.333771185286573E-41	1	2	5	1	3.190184933404574E40
253000	1130.6036114060262	-99.06126849893344	1229.6648799049597	-99.06126849893344	5.1555493777614105E-42	0.0	5.1555493777614105E-42	0.8317375491619396	851.5493136406893	5.433392838276966E-42	3.636619035716296E-42	3.2991998449809205E-42	1.4536425957906786E-42	2	1	5	1	5.777791258676833E40
254000	1125.6315632342353	-98.75713887217769	1224.388702106413	-98.75713887217769	1.0045719232737329E-41	0.0	1.0045719232737329E-41	0.8317375491619396	848.6402559350739	6.706436318741381E-43	3.290210053916863E-42	7.464505828233956E-42	5.0556039166882923E-42	1	2	2	4	7.537936050118484E40
255000	1146.1473314382806	-95.51711864052763	1241.6644500788082	-95.51711864052763	2.2659227398272574E-42	0.0	2.2659227398272574E-42	2.7790136978678133	862.3931218381482	1.884701070728125E-42	8.672014874902602E-43	2.0388430460546723E-42	2.759155716825792E-43	4	1	3	1	2.2167443096512894E41
256000	1147.3600673470796	-94.29251355285902	1241.6525808999386	-94.29251355285902	2.4100462227503027E-42	0.0	2.4100462227503027E-42	2.7790136978678133	861.8732020551121	4.260380409565641E-43	1.430470116347458E-42	2.077098852588888E-42	1.7391655775162306E-43	1	3	4	1	2.5678697050111383E41
257000	1160.2664082145	-96.89656031331634	1257.1629685278162	-96.89656031331634	4.936665877344545E-43	0.0	4.936665877344545E-43	1.2346730789376992	872.2703136996543	2.0159003168156156E-43	6.063780001230239E-43	1.3513179119319252E-43	4.298455393429566E-43	1	4	2	2	7.300148256599296E41
258000	1160.3652666244852	-91.88530644049139	1252.2505730649766	-91.88530644049139	8.075327022559007E-43	0.0	8.075327022559007E-43	4.618291632952026	871.0903696795064	6.0242718165084E-43	3.5234582836423104E-43	2.367161539443541E-43	7.803838343089384E-43	2	1	3	3	5.556839308307152E41
259000	1154.0116493355838	-94.96184418201202	1248.973493517596	-94.96184418201202	6.8102653436396816E-43	0.0	6.8102653436396816E-43	4.618291632952026	867.1961552432142	6.043040813708556E-43	2.487067912679365E-43	5.215538696033347E-43	5.1103012238616505E-43	3	1	2	3	6.3578645975471324E41
260000	1139.8420964747834	-100.44251369535763	1240.284610170141	-100.44251369535763	1.21842310230169E-42	0.0	1.21842310230169E-42	4.618291632952026	862.3251930491792	7.94044265874404E-43	1.520365846917312E-42	1.4633954729453116E-42	1.523202103649227E-42	1	4	2	2	3.72680208845341E41
261000	1152.3248714698668	-92.70343781245896	1245.0283092823258	-92.70343781245896	2.2982114613476E-42	0.0	2.2982114613476E-42	4.618291632952026	864.6980381001056	4.943669492943781E-43	2.0163726278167144E-43	6.2267977638302085E-43	1.1667193796729796E-42	1	3	1	4	2.6959190517991886E41
262000	1133.5817432321892	-97.61853324135987	1231.2002764735491	-97.61853324135987	2.4916248225518987E-42	0.0	2.4916248225518987E-42	4.618291632952026	855.408176946969	5.099550855508012E-42	2.5724068007256466E-42	1.6651016463205944E-42	9.310252647205439E-43	1	4	3	1	1.0487289708478156E41
263000	1125.0826472449533	-93.74102101156441	1218.8236682565177	-93.74102101156441	4.339831548796284E-41	0.0	4.339831548796284E-41	4.618291632952026	847.8282430451852	1.0645647428363272E-42	2.36692275944162E-42	5.27509140512871E-42	2.1727141255096338E-41	2	5	1	1	7.168928358472663E40
264000	1143.1813176316678	-95.95909311121405	1239.1404107428818	-95.95909311121405	3.2409204824570425E-42	0.0	3.2409204824570425E-42	4.618291632952026	862.7975082327282	2.7465177540688962E-43	1.176057289460467E-42	4.515543567876021E-43	1.997922901879187E-42	2	1	1	5	2.42241619876331E41
265000	1162.145737037291	-94.68093377574094	1256.8266708130318	-94.68093377574094	8.31699692328213E-43	0.0	8.31699692328213E-43	1.6699010768324185	870.954843104897	6.3788398025960735E-43	2.411298614174631E-43	4.312539994743723E-43	1.245267640398576E-43	2	4	2	1	1.2707602125063647E42
266000	1164.3072809905502	-94.6707847454427	1258.978065735993	-94.6707847454427	5.0458467081378685E-43	0.0	5.0458467081378685E-43	1.6699010768324185	872.6552808989877	4.229934866782688E-43	5.560304005471636E-43	3.5485550450812957E-43	8.256645610793065E-44	2	4	2	1	9.906040507568897E41
267000	1142.7477800435622	-99.25734136244007	1242.0051214060022	-99.25734136244007	2.5856274385173013E-42	0.0	2.5856274385173013E-42	1.6699010768324185	861.7501710294587	2.585234576599191E-43	7.848953730110877E-43	8.912080045988947E-43	3.387344159764465E-42	2	1	1	5	2.2272075970690153E41
268000	1153.983991116783	-95.75508437160626	1249.7390754883893	-95.75508437160626	1.2975919109435506E-42	0.0	1.2975919109435506E-42	1.6699010768324185	866.838876150951	4.051928000596234E-43	4.029545833395185E-43	1.3253353906132647E-42	5.496502095136488E-43	5	1	2	1	5.316478821428235E41
269000	1147.008391575283	-100.11481741175861	1247.1232089870416	-100.11481741175861	1.1454350180557687E-42	0.0	1.1454350180557687E-42	1.6699010768324185	863.8405393129354	1.6180612769241123E-43	5.769570727240147E-43	8.094717518685309E-43	1.0661278216374954E-42	4	1	2	2	8.190849097276398E41
270000	1152.1143253007413	-95.48295509546877	1247.59728039621	-95.48295509546877	1.590930143957623E-42	0.0	1.590930143957623E-42	1.6699010768324185	863.9535794170438	4.32325348323521E-43	4.86524464970478E-43	8.423021842972233E-43	1.0388125662508922E-42	4	1	1	3	2.5862834971776377E41
271000	1161.0480629068395	-95.84260979858475	1256.8906727054243	-95.84260979858475	1.4113803856207297E-42	0.0	1.4113803856207297E-42	1.5037861492159996	872.0747883702732	7.1111654526139505E-43	1.9565933017702497E-43	1.4501659545116758E-43	5.427155754967588E-43	2	2	3	2	8.042750535512008E41
272000	1164.560478887601	-94.7019077514169	1259.262386639018	-94.7019077514169	6.490244367734379E-43	0.0	6.490244367734379E-43	2.538573336036274	871.8034654901917	4.780771273423214E-43	1.1193660941853843E-43	8.757518300300354E-44	1.6826208843357836E-43	2	5	1	1	1.0663410975952064E42
273000	1160.9808929303197	-92.45364310231575	1253.4345360326354	-92.45364310231575	1.2224052796417112E-42	0.0	1.2224052796417112E-42	2.3629747570843076	868.9280286484967	7.663440766097871E-43	1.9445952552712088E-43	2.441639840902873E-43	4.969116118642915E-43	2	4	1	2	6.351930387026179E41
274000	1173.5310595046144	-96.20086143824358	1269.731920942858	-96.20086143824358	2.7720786277546656E-43	0.0	2.7720786277546656E-43	2.3629747570843076	880.2390098726729	9.439118835109303E-44	9.635628043973418E-44	8.197215411510518E-44	2.1874804715299076E-43	1	3	3	2	2.4930496092408327E42
275000	1184.5139934808365	-94.33288225441916	1278.8468757352557	-94.33288225441916	1.940014195587499E-43	0.0	1.940014195587499E-43	2.2027613555845664	886.8533345219782	5.259058258305631E-44	2.1314677789214772E-44	5.29396217159883E-44	1.2845167930795524E-43	2	2	2	3	2.555378206708222E42
276000	1183.7941051923513	-97.07015213615354	1280.864257328505	-97.07015213615354	9.327524136804468E-44	0.0	9.327524136804468E-44	2.2027613555845664	888.4230053463709	2.506396304638724E-44	7.146397726494601E-44	5.059944622251652E-44	8.227478806681691E-44	2	1	4	2	6.095715399836405E42
277000	1172.483813541138	-95.41748480763201	1267.90129834877	-95.41748480763201	2.9087402766287897E-43	0.0	2.9087402766287897E-43	2.2027613555845664	882.4345535478802	1.9818840714935873E-43	5.356922200919794E-44	2.2837940226119166E-43	5.188412654396671E-43	1	4	2	2	1.8739253391602144E42
278000	1182.0986079220966	-94.72496294054201	1276.8235708626387	-94.72496294054201	1.5860538060432845E-43	0.0	1.5860538060432845E-43	2.2027613555845664	885.8719249787076	2.1526695791644098E-43	4.546101803322698E-44	7.132945100452162E-44	5.012878809034108E-44	1	1	4	3	8.506782345559979E42
279000	1170.141188381424	-97.46628543521179	1267.6074738166358	-97.46628543521179	7.209252497123949E-43	0.0	7.209252497123949E-43	2.2027613555845664	878.789164976087	4.8819623314052E-44	1.0409281509577862E-43	9.873474206601788E-44	3.307163535509195E-43	3	2	1	3	2.3985178882276536E42
280000	1173.6453133627006	-100.05832791935927	1273.7036412820598	-100.05832791935927	8.239642319449065E-43	0.0	8.239642319449065E-43	2.2027613555845664	885.0455261431001	3.7495316611014306E-44	6.340773344831584E-44	1.8398119297917967E-43	4.4136114506199964E-43	3	3	1	2	1.635275990744312E42
281000	1168.691540730826	-98.81180267443594	1267.503343405262	-98.81180267443594	2.7816789524630906E-43	0.0	2.7816789524630906E-43	2.2027613555845664	878.5895326492935	1.7578233821593953E-43	2.075470885261074E-43	1.912998308199398E-43	6.095360007996276E-44	3	3	2	1	3.3036258191144175E42
282000	1179.278180021505	-94.31746255993845	1273.5956425814434	-94.31746255993845	2.797082738664658E-43	0.0	2.797082738664658E-43	2.2027613555845664	884.4669858848006	4.1735390649118006E-44	5.364644316013252E-44	2.3455599640386117E-43	1.3450366118091838E-43	1	4	1	3	5.4863869110791683E42
283000	1197.6770696610122	-96.54312926847628	1294.2201989294886	-96.54312926847628	8.626842254911396E-44	0.0	8.626842254911396E-44	2.2027613555845664	899.9709456165733	5.07970829294241E-45	1.1605258427438298E-44	4.607694478214434E-44	1.0256920943983172E-43	1	5	1	2	1.4605781460325815E43
284000	1195.6793445870742	-95.3814490344399	1291.060793621514	-95.3814490344399	9.380835366125608E-44	0.0	9.380835366125608E-44	1.4049146904014034	896.9734316219634	1.5532175479331046E-44	2.7656453844376013E-44	3.0788085129874725E-44	1.1842333158654272E-43	4	1	2	2	9.168239767168067E42
285000	1194.4296597645725	-98.66644209429265	1293.0961018588653	-98.66644209429265	2.9861804489431616E-44	0.0	2.9861804489431616E-44	1.0935315712689373	895.7644233556932	2.7192075685520927E-44	7.737718649464818E-45	2.1429166661321436E-44	2.7202084109013485E-44	1	2	3	3	1.1044865452034066E43
286000	1197.0986208978893	-96.67517480657085	1293.77379570446	-96.67517480657085	3.7110347974431435E-44	0.0	3.7110347974431435E-44	1.7800864817025173	898.4246516119633	1.8334670136779605E-44	5.5595214091289695E-45	3.1616960894842944E-44	1.13528605665947E-44	1	3	4	1	1.564116469537684E43
287000	1201.3098762659608	-95.8063815292423	1297.1162577952032	-95.8063815292423	3.07541430061216E-44	0.0	3.07541430061216E-44	3.6735042540917173	900.4408437679805	2.28943414054941E-44	1.5200195115739843E-44	1.698965450988153E-44	8.818512741389532E-45	1	6	1	1	1.5349611271583933E43
288000	1186.7990444486927	-92.23462126456718	1279.03366571326	-92.23462126456718	1.179991674351198E-43	0.0	1.179991674351198E-43	3.9031025406244644	887.5367683932539	2.1086378358875835E-44	2.1138466190416652E-44	5.856532887090856E-44	1.2145264461049708E-43	1	1	6	1	3.160501016897659E42
289000	1193.3134746515625	-94.28238257538297	1287.5958572269456	-94.28238257538297	2.5175872316518405E-43	0.0	2.5175872316518405E-43	3.9031025406244644	895.9872648087135	9.918968256749758E-45	1.3752772081055845E-44	6.357290195966901E-44	1.0058708216457147E-43	1	3	3	2	1.4079346470934543E43
290000	1182.3736266779051	-94.58427496798097	1276.957901645886	-94.58427496798097	2.9310651261498836E-43	0.0	2.9310651261498836E-43	3.9031025406244644	887.7020251432324	2.1598941196937091E-44	5.621495072701655E-44	1.5551010229397859E-43	1.1136643231919215E-43	4	1	3	1	1.46234881192786E42
291000	1167.3745059196124	-92.77030433043049	1260.1448102500428	-92.77030433043049	6.152677357144316E-43	0.0	6.152677357144316E-43	3.9031025406244644	874.0742267620778	8.135271225586478E-44	1.824850022303286E-43	3.7054240222459E-43	1.1069461219869683E-43	2	4	2	1	4.631098886375674E41
